"","Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Generic Job Title","Professional/ Occupational Group","Payscale Minimum (£)","Payscale Maximum (£)","Number of Posts in FTE"
"14044","Ministry of Justice","Her Majesty's Prison and Probation Service","South West and South Central Probation Service","HMPPS38","NPS (No Equivalent)","NPS.Head of Training","Operational Delivery",NA,NA,1
"14045","Ministry of Justice","Her Majesty's Prison and Probation Service","South West and South Central Probation Service","HMPPS38","NPS (No Equivalent)","NPS.Practice Tutor Assessor","Operational Delivery",NA,NA,13.70406
"14046","Ministry of Justice","Her Majesty's Prison and Probation Service","South West and South Central Probation Service","HMPPS38","NPS (No Equivalent)","NPS.Probation Officer","Operational Delivery",NA,NA,1
"14047","Ministry of Justice","Her Majesty's Prison and Probation Service","South West and South Central Probation Service","HMPPS38","NPS (No Equivalent)","NPS.Training Lead","Operational Delivery",NA,NA,1
"14048","Ministry of Justice","Her Majesty's Prison and Probation Service","South West and South Central Probation Service","HMPPS38","NPS (No Equivalent)","NPS.VQ Coordinator","Operational Delivery",NA,NA,1
"14049","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","AA","SSA.Business Hub","Operational Delivery","16005","25414",2.48649
"14050","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","AA","SSA.Records","Operational Delivery","16005","25414",1
"14051","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","AA","SSF.Stores Warehouse RIDS","Operational Delivery","16005","25414",4
"14052","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","AA","SSF.Waste Environmental","Operational Delivery","16005","25414",1
"14053","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","AA","SSO.Operational Support Grade General","Operational Delivery","16005","25414",12
"14054","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","AA","SSO.OSG General","Operational Delivery","16005","25414",25.63515
"14055","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","AO","Administration - General.","Operational Delivery","18499","31874",2
"14056","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","AO","BA.Activity Hub","Operational Delivery","18499","31874",5.5
"14057","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","AO","BA.BA","Operational Delivery","18499","31874",1
"14058","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","AO","BA.Business Hub","Operational Delivery","18499","31874",5.31081
"14059","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","AO","BA.Management Coordinator","Operational Delivery","18499","31874",1
"14060","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","AO","BA.Offender Management Hub","Operational Delivery","18499","31874",8.93243
"14061","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","AO","BA.People Hub","Operational Delivery","18499","31874",1
"14062","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","AO","BA.Programmes","Operational Delivery","18499","31874",1.5
"14063","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","AO","BA.Safe Decent and Secure","Operational Delivery","18499","31874",2
"14064","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","AO","BA.Security Intelligence Collator","Operational Delivery","18499","31874",2
"14065","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","AO","PI.Enterprises Services","Operational Delivery","18499","31874",8
"14066","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","AO","PO.Operations and Security","Operational Delivery","18499","31874",0.5
"14067","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","AO","PO.Safe Decent and Secure","Operational Delivery","18499","31874",139.12959
"14068","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","AO","SD.Catering","Operational Delivery","18499","31874",5
"14069","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","EO","BAS.Intelligence Analyst","Intelligence Analysis","23501","36839",1
"14070","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","EO","F.Interventions","Psychology","23501","36839",8.62162
"14071","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","EO","FSS.Catering","Operational Delivery","23501","36839",2
"14072","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","EO","POS.Offender Supervisor","Operational Delivery","23501","36839",1.5
"14073","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","EO","POS.PEI","Operational Delivery","23501","36839",6.5
"14074","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","EO","POS.Programme Facilitator","Operational Delivery","23501","36839",1
"14075","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","EO","SO.Safe Decent and Secure","Operational Delivery","23501","36839",13
"14076","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","EO","SPI.Commercial Horticultural","Operational Delivery","23501","36839",1
"14077","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","EO","SPI.Plastics Injection Moulding Thermo Plastics","Operational Delivery","23501","36839",2
"14078","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","EO","SPI.Textiles Garment Manufacture","Operational Delivery","23501","36839",4
"14079","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","EO","SPI.Waste Environmental","Operational Delivery","23501","36839",1
"14080","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","HEO","AUM.Industries","Operational Delivery","26438","45637",1
"14081","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","HEO","C.Free Church ORD","Operational Delivery","26438","45637",0.81081
"14082","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","HEO","C.Sikh","Operational Delivery","26438","45637",1
"14083","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","HEO","CM.Offender Management Unit","Operational Delivery","26438","45637",1
"14084","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","HEO","CM.Safe Decent and Secure","Operational Delivery","26438","45637",10
"14085","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","HEO","CM.Safer Custody","Operational Delivery","26438","45637",1
"14086","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","HEO","CM.Security","Operational Delivery","26438","45637",1
"14087","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","HEO","FSUM.Catering","Operational Delivery","26438","45637",1
"14088","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","HEO","HM.Activities","Operational Delivery","26438","45637",1
"14089","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","HEO","HM.Business","Operational Delivery","26438","45637",1
"14090","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","HEO","HM.Offender Management","Operational Delivery","26438","45637",1
"14091","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","HEO","HM.People","Operational Delivery","26438","45637",1
"14092","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","HEO","HoFS.Safer Prisons Equality and Admissions","Operational Delivery","26438","45637",1
"14093","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","HEO","HQMP6.NOS Learning & Knowledge Management","Knowledge and Information Management (KIM)","26438","45637",1
"14094","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","HEO","PM.Programmes","Operational Delivery","26438","45637",0.86486
"14095","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","HEO","TM.Attitudes Thinking Behaviour","Psychology","26438","45637",2
"14096","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","SEO","DGF.Deputy Governor With Function","Operational Delivery","34897","61763",1
"14097","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","SEO","HoFC.Reducing Reoffending","Operational Delivery","34897","61763",1
"14098","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","SEO","HoFC.Safer Prisons and Equality","Operational Delivery","34897","61763",1
"14099","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","SEO","HoFS.Reducing Reoffending","Operational Delivery","34897","61763",0.5
"14100","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","SEO","HoFS.Residence and Services","Operational Delivery","34897","61763",1
"14101","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","SEO","HoFS.Security and Intelligence","Operational Delivery","34897","61763",1
"14102","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","SEO","HoFSC.Offender Management","Operational Delivery","34897","61763",0.52703
"14103","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS24","SEO","SC.Managing Chaplain","Operational Delivery","34897","61763",1
"14104","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS34","EO","SO.Safe Decent and Secure","Operational Delivery","23501","36839",1
"14105","Ministry of Justice","Her Majesty's Prison and Probation Service","Stafford","HMPPS38","AO","PO.Safe Decent and Secure","Operational Delivery","18499","31874",1
"14106","Ministry of Justice","Her Majesty's Prison and Probation Service","Stakeholder Engagement London","HMPPS21","NPS (No Equivalent)","NPS.Head of Operational Function","Operational Delivery",NA,NA,1
"14107","Ministry of Justice","Her Majesty's Prison and Probation Service","Stakeholder Engagement London","HMPPS35","NPS (No Equivalent)","NPS.PD Probation Officer","Operational Delivery",NA,NA,1
"14108","Ministry of Justice","Her Majesty's Prison and Probation Service","Stakeholder Engagement London","HMPPS35","NPS (No Equivalent)","NPS.Probation Officer","Operational Delivery",NA,NA,39.1054
"14109","Ministry of Justice","Her Majesty's Prison and Probation Service","Stakeholder Engagement London","HMPPS35","NPS (No Equivalent)","NPS.Probation Services Officer","Operational Delivery",NA,NA,1
"14110","Ministry of Justice","Her Majesty's Prison and Probation Service","Stakeholder Engagement London","HMPPS35","NPS (No Equivalent)","NPS.Public Prison Lead","Operational Delivery",NA,NA,1
"14111","Ministry of Justice","Her Majesty's Prison and Probation Service","Stakeholder Engagement London","HMPPS35","NPS (No Equivalent)","NPS.Senior Manager - Other","Operational Delivery",NA,NA,0.6
"14112","Ministry of Justice","Her Majesty's Prison and Probation Service","Stakeholder Engagement London","HMPPS35","NPS (No Equivalent)","NPS.Senior Probation Officer","Operational Delivery",NA,NA,10.5
"14113","Ministry of Justice","Her Majesty's Prison and Probation Service","Stakeholder Engagement Midlands","HMPPS21","NPS (No Equivalent)","NPS.Head of Operational Function","Operational Delivery",NA,NA,1
"14114","Ministry of Justice","Her Majesty's Prison and Probation Service","Stakeholder Engagement Midlands","HMPPS25","NPS (No Equivalent)","NPS.Probation Officer","Operational Delivery",NA,NA,1
"14115","Ministry of Justice","Her Majesty's Prison and Probation Service","Stakeholder Engagement Midlands","HMPPS29","NPS (No Equivalent)","NPS.Administrator - Operations","Operational Delivery",NA,NA,2.22513
"14116","Ministry of Justice","Her Majesty's Prison and Probation Service","Stakeholder Engagement Midlands","HMPPS29","NPS (No Equivalent)","NPS.Administrator - Support Staff","Operational Delivery",NA,NA,1
"14117","Ministry of Justice","Her Majesty's Prison and Probation Service","Stakeholder Engagement Midlands","HMPPS29","NPS (No Equivalent)","NPS.Case Administrator","Operational Delivery",NA,NA,8.70271
